R,G,B
70.56024871,69.21397942,66.52144082
70.33061750,68.56453688,66.17881647
70.30049314,68.31721698,66.08908662
70.06539451,67.81432247,65.79674099
69.71580189,67.13389794,65.42570755
69.53151801,66.64322470,65.15930532
69.71108491,66.78162521,65.26554460
70.08383362,67.19639794,65.69468268
70.06743139,67.23531304,65.61931818
70.00825472,67.11781732,65.56121355
70.04684820,67.19607633,65.53784305
70.24764151,67.43310463,65.78087479
70.43589194,67.72126930,65.92474271
70.63025300,68.01147084,66.10237993
70.68299743,68.25460978,66.22566467
70.72405660,68.44682676,66.34712693
70.84894940,68.64440395,66.42527873
70.99828473,68.96333619,66.58983705
71.15887650,69.18632075,66.76522298
71.26661664,69.42527873,66.87231990
71.44221698,69.69307461,67.02412093
71.55810463,69.95025729,67.17388508
71.70358062,70.22180532,67.36310034
71.77787307,70.44875643,67.39515437
71.92367067,70.70068611,67.59112350
72.13561321,71.03677101,67.79320326
72.29556175,71.32343482,67.90490995
72.37864494,71.47770154,68.05017153
71.74592624,70.85634648,67.47362779
70.66434391,69.34015866,66.55242281
70.15576758,68.32107633,65.98338336
70.15405232,68.04834906,65.85645369
70.06989708,67.74699828,65.70218696
69.82761578,67.14665523,65.36535163
69.55242281,66.58608491,65.02026158
69.53677101,66.44371784,65.01725986
69.86781732,66.82665094,65.33715695
70.10881218,67.11738851,65.47502144
70.01425815,67.06207118,65.39719125
70.00536021,67.02272727,65.44318182
70.11781732,67.18321184,65.53698542
70.32675815,67.47405660,65.71183533
70.51275729,67.76082762,65.87575043
70.64890652,68.02647942,66.02433533
70.72813036,68.26136364,66.14922813
70.85666810,68.51211407,66.26768868
70.96183533,68.73391938,66.39837050
71.10666810,68.97137650,66.59873499
71.24839194,69.24710549,66.71280017
71.34766295,69.49774871,66.82707976
71.48734991,69.75321612,66.99678388
71.63250429,70.02186964,67.17002573
71.76543739,70.26972556,67.32397084
71.85763293,70.55317324,67.44939966
71.99131647,70.79727702,67.55628216
72.09487564,71.02133362,67.71623070
72.25611063,71.28355489,67.85516724
72.42152659,71.52808748,68.01072041
72.56357204,71.79663379,68.19843482
72.66680961,72.01372213,68.29073756
72.57911664,72.00836192,68.27915952
71.52165523,70.80017153,67.40716123
70.74313894,69.57847341,66.63400515
70.61074185,69.13218268,66.36181389
70.66144940,69.07461407,66.38186106
70.49228130,68.73756432,66.20025729
70.18235420,68.20358062,65.86310034
70.10066467,67.86674528,65.75911235
70.26715266,68.02315609,65.84626930
70.54009434,68.37435678,66.08554889
70.45668954,68.32911664,66.03773585
70.37017581,68.19843482,65.93857204
70.38175386,68.22866638,65.98531304
70.48499142,68.38550600,66.09176672
70.59541166,68.57825901,66.24914237
70.71430103,68.78891509,66.32279160
